Unique_ID,YEAR,NUMBER_SCRIPTS,LAUNCH_YEAR,PROPNAME,Type_ID,Manuf_ID,DOSAGE_ID,PAYER,UNIQUE_MEMBERS,THER_CLASS
12003,2016,230,0,FOLBIC,1,227,19,2,39,1
12004,2016,53,0,FA-VITAMIN B-6-VITAMIN B-12,1,152,19,1,14,14
12005,2016,94,0,FOLGARD RX,2,152,19,1,29,14
12006,2016,104,0,TL GARD RX,1,195,19,1,43,14
12007,2016,255,0,FOLBEE,1,227,19,1,85,14
12008,2016,87,0,VIRT-VITE,1,3,19,1,40,14
12009,2016,166,0,FOLBEE,1,227,19,3,36,14
12010,2016,37,0,VIRT-VITE,1,3,19,3,16,14
12011,2016,57,0,FA-VITAMIN B-6-VITAMIN B-12,1,152,19,2,11,14
12012,2016,128,0,FOLBEE,1,227,19,2,21,14
12013,2016,537,2010,FOLLISTIM AQ,2,335,9,1,304,8
12014,2016,152,2010,FOLLISTIM AQ,2,335,9,1,108,8
12015,2016,210,2010,FOLLISTIM AQ,2,335,9,1,139,8
12016,2016,645,2013,GONAL-F RFF REDI-JECT,2,2,9,1,380,8
12017,2016,150,2013,GONAL-F RFF REDI-JECT,2,2,9,1,94,8
12018,2016,365,2013,GONAL-F RFF REDI-JECT,2,2,9,1,227,8
12019,2016,198,2004,GONAL-F RFF,2,316,39,1,30,8
12020,2016,24,2011,FONDAPARINUX SODIUM,1,128,83,1,15,14
12021,2016,82,2011,FONDAPARINUX SODIUM,1,128,83,1,28,14
12022,2016,38,2015,FONDAPARINUX SODIUM,1,221,9,1,14,14
12023,2016,69,2015,FONDAPARINUX SODIUM,1,221,9,1,29,14
12024,2016,53,2015,FONDAPARINUX SODIUM,1,221,9,1,16,14
12025,2016,18,2011,FONDAPARINUX SODIUM,1,128,83,3,12,14
12026,2016,54,2011,FONDAPARINUX SODIUM,1,128,83,3,17,14
12027,2016,67,2011,FONDAPARINUX SODIUM,1,128,83,3,16,14
12028,2016,47,2015,FONDAPARINUX SODIUM,1,221,9,3,19,14
12029,2016,108,2015,FONDAPARINUX SODIUM,1,221,9,3,19,14
12030,2016,84,2015,FONDAPARINUX SODIUM,1,221,9,3,36,14
12031,2016,25,2011,FONDAPARINUX SODIUM,1,128,83,2,11,14
12032,2016,54,2015,FONDAPARINUX SODIUM,1,221,9,2,22,14
12033,2016,209,2001,FORADIL,2,101,11,1,105,10
12034,2016,645,2001,FORADIL,2,101,11,3,226,10
12035,2016,157,2001,FORADIL,2,101,11,2,52,10
12036,2016,246,2010,PERFOROMIST,2,436,13,1,68,10
12037,2016,1428,2010,PERFOROMIST,2,436,13,3,257,10
12038,2016,70,2010,PERFOROMIST,2,436,13,2,20,10
12039,2016,435,1996,MONUROL,2,307,74,1,265,12
12040,2016,968,1996,MONUROL,2,307,74,3,487,12
12041,2016,130,1996,MONUROL,2,307,74,2,76,12
12042,2016,25,2016,FOSINOPRIL SODIUM,1,123,2,1,17,9
12043,2016,34,2016,FOSINOPRIL SODIUM,1,123,2,1,23,9
12044,2016,40,2016,FOSINOPRIL SODIUM,1,123,2,1,29,9
12045,2016,24,2016,FOSINOPRIL SODIUM,1,123,2,3,20,9
12046,2016,61,2016,FOSINOPRIL SODIUM,1,123,2,3,46,9
12047,2016,65,2016,FOSINOPRIL SODIUM,1,123,2,3,52,9
12048,2016,209,2009,FOSINOPRIL SODIUM,1,66,2,1,59,9
12049,2016,227,2009,FOSINOPRIL SODIUM,1,66,2,1,81,9
12050,2016,266,2009,FOSINOPRIL SODIUM,1,66,2,1,74,9
12051,2016,147,2004,FOSINOPRIL SODIUM,1,157,2,1,44,9
12052,2016,163,2004,FOSINOPRIL SODIUM,1,157,2,1,47,9
12053,2016,108,2004,FOSINOPRIL SODIUM,1,157,2,1,36,9
12054,2016,106,2007,FOSINOPRIL SODIUM,1,468,2,1,39,9
12055,2016,182,2007,FOSINOPRIL SODIUM,1,468,2,1,68,9
12056,2016,179,2007,FOSINOPRIL SODIUM,1,468,2,1,63,9
12057,2016,237,2009,FOSINOPRIL SODIUM,1,66,2,3,73,9
12058,2016,260,2009,FOSINOPRIL SODIUM,1,66,2,3,80,9
12059,2016,277,2009,FOSINOPRIL SODIUM,1,66,2,3,86,9
12060,2016,366,2004,FOSINOPRIL SODIUM,1,157,2,3,80,9
12061,2016,324,2004,FOSINOPRIL SODIUM,1,157,2,3,84,9
12062,2016,312,2004,FOSINOPRIL SODIUM,1,157,2,3,88,9
12063,2016,235,2007,FOSINOPRIL SODIUM,1,468,2,3,70,9
12064,2016,531,2007,FOSINOPRIL SODIUM,1,468,2,3,171,9
12065,2016,470,2007,FOSINOPRIL SODIUM,1,468,2,3,161,9
12066,2016,67,2009,FOSINOPRIL SODIUM,1,66,2,2,12,9
12067,2016,42,2007,FOSINOPRIL SODIUM,1,468,2,2,12,9
12068,2016,31,2009,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,1,122,2,1,12,9
12069,2016,70,2009,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,1,122,2,1,14,9
12070,2016,69,2009,FOSINOPRIL SODIUM AND HYDROCHLOROTHIAZIDE,1,122,2,3,18,9
12071,2016,21,2016,FROVATRIPTAN,1,83,8,1,13,5
12072,2016,177,2015,FROVATRIPTAN SUCCINATE,1,209,8,1,77,5
12073,2016,264,2001,FROVA,2,399,8,1,135,5
12074,2016,405,2016,FROVATRIPTAN SUCCINATE,1,400,8,1,134,5
12075,2016,25,2001,FROVA,2,399,8,3,14,5
12076,2016,45,2016,FROVATRIPTAN SUCCINATE,1,400,8,3,22,5
12077,2016,38,2015,FROVATRIPTAN SUCCINATE,1,209,8,2,14,5
12078,2016,87,2001,FROVA,2,399,8,2,39,5
12079,2016,97,2016,FROVATRIPTAN SUCCINATE,1,400,8,2,37,5
12080,2016,60,1966,LASIX,2,2,2,1,22,9
12081,2016,68,1966,LASIX,2,482,2,1,19,9
12082,2016,350,1988,FUROSEMIDE,1,163,13,1,145,9
12083,2016,10789,1983,FUROSEMIDE,1,163,2,1,3893,9
12084,2016,4948,1983,FUROSEMIDE,1,163,2,1,1917,9
12085,2016,497,1991,FUROSEMIDE,1,163,2,1,178,9
12086,2016,426,2010,FUROSEMIDE,1,182,2,1,232,9
12087,2016,992,2010,FUROSEMIDE,1,182,2,1,632,9
12088,2016,16022,2011,FUROSEMIDE,1,16,2,1,5827,9
12089,2016,8061,2011,FUROSEMIDE,1,16,2,1,2564,9
12090,2016,948,2011,FUROSEMIDE,1,16,2,1,320,9
12091,2016,11929,2004,FUROSEMIDE,1,24,2,1,4893,9
12092,2016,5981,2004,FUROSEMIDE,1,24,2,1,2593,9
12093,2016,193,2004,FUROSEMIDE,1,24,2,1,61,9
12094,2016,958,1981,FUROSEMIDE,1,151,2,1,348,9
12095,2016,11535,1981,FUROSEMIDE,1,151,2,1,4204,9
12096,2016,8843,1981,FUROSEMIDE,1,151,2,1,3168,9
12097,2016,30,2006,FUROSEMIDE,1,120,2,1,30,9
12098,2016,146,1981,FUROSEMIDE,1,71,2,1,70,9
12099,2016,88,1995,FUROSEMIDE,2,70,13,1,30,9
12100,2016,63,2009,FUROSEMIDE,1,129,2,1,33,9
12101,2016,211,2009,FUROSEMIDE,1,129,2,1,99,9
12102,2016,39,2009,FUROSEMIDE,1,129,2,1,18,9
12103,2016,336,2006,FUROSEMIDE,1,247,2,1,212,9
12104,2016,274,2006,FUROSEMIDE,1,247,2,1,175,9
12105,2016,68,2006,FUROSEMIDE,1,247,2,1,41,9
12106,2016,143,1981,FUROSEMIDE,1,71,2,1,66,9
12107,2016,2786,2006,FUROSEMIDE,1,250,2,1,1947,9
12108,2016,2045,2006,FUROSEMIDE,1,250,2,1,1325,9
12109,2016,86,1966,LASIX,2,2,2,3,33,9
12110,2016,84,1966,LASIX,2,482,2,3,29,9
12111,2016,330,1988,FUROSEMIDE,1,163,13,3,77,9
12112,2016,41854,1983,FUROSEMIDE,1,163,2,3,13087,9
12113,2016,24453,1983,FUROSEMIDE,1,163,2,3,7855,9
12114,2016,2801,1991,FUROSEMIDE,1,163,2,3,864,9
12115,2016,32,1983,FUROSEMIDE,1,163,2,3,13,9
12116,2016,42,1983,FUROSEMIDE,1,163,2,3,22,9
12117,2016,5134,2010,FUROSEMIDE,1,182,2,3,1545,9
12118,2016,9599,2010,FUROSEMIDE,1,182,2,3,2863,9
12119,2016,93977,2011,FUROSEMIDE,1,16,2,3,21178,9
12120,2016,60527,2011,FUROSEMIDE,1,16,2,3,11186,9
12121,2016,9632,2011,FUROSEMIDE,1,16,2,3,1937,9
12122,2016,81,2010,FUROSEMIDE,1,303,9,3,65,9
12123,2016,61928,2004,FUROSEMIDE,1,24,2,3,19996,9
12124,2016,27930,2004,FUROSEMIDE,1,24,2,3,10443,9
12125,2016,1845,2004,FUROSEMIDE,1,24,2,3,421,9
12126,2016,6132,1981,FUROSEMIDE,1,151,2,3,1632,9
12127,2016,53844,1981,FUROSEMIDE,1,151,2,3,15819,9
12128,2016,50225,1981,FUROSEMIDE,1,151,2,3,14307,9
12129,2016,23,2008,FUROSEMIDE,1,25,2,3,13,9
12130,2016,52,2008,FUROSEMIDE,1,25,2,3,27,9
12131,2016,21,1978,LASIX,2,483,2,3,11,9
12132,2016,200,2011,FUROSEMIDE,1,127,2,3,50,9
12133,2016,108,2011,FUROSEMIDE,1,127,2,3,45,9
12134,2016,90,2010,FUROSEMIDE,1,118,2,3,54,9
12135,2016,71,2010,FUROSEMIDE,1,118,2,3,50,9
12136,2016,70,1995,FUROSEMIDE,2,70,13,3,24,9
12137,2016,497,2009,FUROSEMIDE,1,129,2,3,151,9
12138,2016,3313,2009,FUROSEMIDE,1,129,2,3,1148,9
12139,2016,662,2009,FUROSEMIDE,1,129,2,3,237,9
12140,2016,2172,2006,FUROSEMIDE,1,247,2,3,1271,9
12141,2016,2525,2006,FUROSEMIDE,1,247,2,3,1068,9
12142,2016,168,2006,FUROSEMIDE,1,247,2,3,93,9
12143,2016,9092,2006,FUROSEMIDE,1,250,2,3,6472,9
12144,2016,7700,2006,FUROSEMIDE,1,250,2,3,4766,9
12145,2016,595,1988,FUROSEMIDE,1,163,13,2,192,9
12146,2016,4028,1983,FUROSEMIDE,1,163,2,2,1151,9
12147,2016,2197,1983,FUROSEMIDE,1,163,2,2,660,9
12148,2016,376,1991,FUROSEMIDE,1,163,2,2,114,9
12149,2016,307,2010,FUROSEMIDE,1,182,2,2,142,9
12150,2016,616,2010,FUROSEMIDE,1,182,2,2,234,9
12151,2016,11025,2011,FUROSEMIDE,1,16,2,2,2771,9
12152,2016,5529,2011,FUROSEMIDE,1,16,2,2,1278,9
12153,2016,1067,2011,FUROSEMIDE,1,16,2,2,235,9
12154,2016,8316,2004,FUROSEMIDE,1,24,2,2,2390,9
12155,2016,4830,2004,FUROSEMIDE,1,24,2,2,1327,9
12156,2016,203,2004,FUROSEMIDE,1,24,2,2,54,9
12157,2016,939,1981,FUROSEMIDE,1,151,2,2,227,9
12158,2016,7368,1981,FUROSEMIDE,1,151,2,2,1989,9
12159,2016,6769,1981,FUROSEMIDE,1,151,2,2,1635,9
12160,2016,178,1995,FUROSEMIDE,2,70,13,2,43,9
12161,2016,97,2009,FUROSEMIDE,1,129,2,2,32,9
12162,2016,160,2009,FUROSEMIDE,1,129,2,2,73,9
12163,2016,50,2009,FUROSEMIDE,1,129,2,2,20,9
12164,2016,262,2006,FUROSEMIDE,1,247,2,2,124,9
12165,2016,269,2006,FUROSEMIDE,1,247,2,2,110,9
12166,2016,64,2006,FUROSEMIDE,1,247,2,2,30,9
12167,2016,1757,2006,FUROSEMIDE,1,250,2,2,899,9
12168,2016,1203,2006,FUROSEMIDE,1,250,2,2,543,9
12169,2016,41,1998,NEURONTIN,2,217,8,1,14,15
12170,2016,123,1993,NEURONTIN,2,217,11,1,28,15
12171,2016,5075,2011,GABAPENTIN,1,66,2,1,1511,15
12172,2016,1067,2011,GABAPENTIN,1,66,2,1,285,15
12173,2016,147,2004,GABAPENTIN,1,138,8,1,101,15
12174,2016,35,2004,GABAPENTIN,1,138,8,1,19,15
12175,2016,279,2004,GABAPENTIN,1,138,11,1,179,15
12176,2016,970,2004,GABAPENTIN,1,138,11,1,553,15
12177,2016,95,2004,GABAPENTIN,1,138,11,1,48,15
12178,2016,63,2011,GRALISE,2,484,8,1,20,15
12179,2016,115,2011,GRALISE,2,484,8,1,32,15
12180,2016,2152,2011,GABAPENTIN,1,161,8,1,999,15
12181,2016,459,2011,GABAPENTIN,1,161,8,1,165,15
12182,2016,497,2016,GABAPENTIN,1,113,11,1,392,15
12183,2016,1981,2016,GABAPENTIN,1,113,11,1,1471,15
12184,2016,110,2016,GABAPENTIN,1,113,11,1,84,15
12185,2016,2153,2008,GABAPENTIN,1,113,11,1,1276,15
12186,2016,5896,2008,GABAPENTIN,1,113,11,1,3636,15
12187,2016,553,2008,GABAPENTIN,1,113,11,1,267,15
12188,2016,9236,2010,GABAPENTIN,1,468,11,1,4495,15
12189,2016,23180,2010,GABAPENTIN,1,468,11,1,10116,15
12190,2016,1621,2010,GABAPENTIN,1,468,11,1,660,15
12191,2016,2171,2012,GABAPENTIN,1,116,2,1,868,15
12192,2016,482,2012,GABAPENTIN,1,116,2,1,175,15
12193,2016,181,2008,GABAPENTIN,1,2,11,1,77,15
12194,2016,15,2012,GABAPENTIN,1,2,8,1,11,15
12195,2016,367,2012,GABAPENTIN,1,236,11,1,186,15
12196,2016,1862,2012,GABAPENTIN,1,236,11,1,864,15
12197,2016,104,2012,GABAPENTIN,1,236,11,1,47,15
12198,2016,2536,2014,GABAPENTIN,1,236,8,1,937,15
12199,2016,547,2014,GABAPENTIN,1,236,8,1,220,15
12200,2016,14,2016,GABAPENTIN,1,485,11,1,14,15
12201,2016,88,2016,GABAPENTIN,1,485,2,1,88,15
12202,2016,1877,2014,GABAPENTIN,1,272,11,1,928,15
12203,2016,3563,2010,GABAPENTIN,1,272,11,1,1712,15
12204,2016,205,2014,GABAPENTIN,2,272,11,1,96,15
12205,2016,810,2011,GABAPENTIN,1,69,13,1,270,15
12206,2016,215,2008,GABAPENTIN,1,302,11,1,117,15
12207,2016,799,2008,GABAPENTIN,1,302,11,1,355,15
12208,2016,94,2008,GABAPENTIN,1,302,11,1,37,15
12209,2016,71,2009,GABAPENTIN,1,486,11,1,50,15
12210,2016,448,2009,GABAPENTIN,1,486,11,1,229,15
12211,2016,20,2009,GABAPENTIN,1,486,11,1,13,15
12212,2016,127,2011,GABAPENTIN,1,140,15,1,50,15
12213,2016,164,2005,GABAPENTIN,1,88,11,1,56,15
12214,2016,480,2005,GABAPENTIN,1,88,11,1,373,15
12215,2016,43,2005,GABAPENTIN,1,88,11,1,25,15
12216,2016,57,2006,GABAPENTIN,1,88,8,1,46,15
12217,2016,74,2006,GABAPENTIN,1,88,8,1,49,15
12218,2016,86,2006,GABAPENTIN,1,186,8,1,76,15
12219,2016,12271,2009,GABAPENTIN,1,91,11,1,5247,15
12220,2016,28610,2009,GABAPENTIN,1,91,11,1,9666,15
12221,2016,1832,2009,GABAPENTIN,1,91,11,1,550,15
12222,2016,279,2011,GABAPENTIN,1,2,13,1,86,15
12223,2016,3151,2008,GABAPENTIN,1,115,11,1,1576,15
12224,2016,9262,2008,GABAPENTIN,1,115,11,1,3790,15
12225,2016,491,2008,GABAPENTIN,1,115,11,1,208,15
12226,2016,1101,2011,GABAPENTIN,1,8,8,1,607,15
12227,2016,272,2011,GABAPENTIN,1,8,8,1,123,15
12228,2016,5571,2011,GABAPENTIN,1,167,11,1,2927,15
12229,2016,24917,2011,GABAPENTIN,1,167,11,1,9807,15
12230,2016,2227,2011,GABAPENTIN,1,167,11,1,800,15
12231,2016,288,2013,GABAPENTIN,1,173,8,1,144,15
12232,2016,98,2013,GABAPENTIN,1,173,8,1,33,15
12233,2016,49,2012,GABAPENTIN,1,75,8,1,46,15
12234,2016,11,2012,GABAPENTIN,1,75,8,1,11,15
12235,2016,8066,2006,GABAPENTIN,1,99,2,1,2717,15
12236,2016,1505,2006,GABAPENTIN,1,99,2,1,481,15
12237,2016,209,2016,GABAPENTIN,1,123,2,1,116,15
12238,2016,996,2016,GABAPENTIN,1,123,2,1,563,15
12239,2016,4372,2016,GABAPENTIN,1,123,11,1,2635,15
12240,2016,12086,2016,GABAPENTIN,1,123,11,1,6852,15
12241,2016,493,2016,GABAPENTIN,1,123,11,1,321,15
12242,2016,87,2012,GABAPENTIN,1,124,8,1,43,15
12243,2016,42,2012,GABAPENTIN,1,124,8,1,17,15
12244,2016,105,1998,NEURONTIN,2,217,8,3,18,15
12245,2016,75,1993,NEURONTIN,2,217,11,3,14,15
12246,2016,168,1993,NEURONTIN,2,217,11,3,34,15
12247,2016,8119,2011,GABAPENTIN,1,66,2,3,2193,15
12248,2016,2505,2011,GABAPENTIN,1,66,2,3,583,15
12249,2016,833,2004,GABAPENTIN,1,138,8,3,356,15
12250,2016,145,2004,GABAPENTIN,1,138,8,3,80,15
12251,2016,1346,2004,GABAPENTIN,1,138,11,3,591,15
12252,2016,2532,2004,GABAPENTIN,1,138,11,3,1144,15
12253,2016,453,2004,GABAPENTIN,1,138,11,3,162,15
12254,2016,45,2005,GABAPENTIN,1,25,11,3,29,15
12255,2016,67,2011,GRALISE,2,484,8,3,14,15
12256,2016,4893,2011,GABAPENTIN,1,161,8,3,1637,15
12257,2016,910,2011,GABAPENTIN,1,161,8,3,309,15
12258,2016,1704,2016,GABAPENTIN,1,113,11,3,1213,15
12259,2016,3832,2016,GABAPENTIN,1,113,11,3,2760,15
12260,2016,250,2016,GABAPENTIN,1,113,11,3,198,15
12261,2016,6535,2008,GABAPENTIN,1,113,11,3,2745,15
12262,2016,10010,2008,GABAPENTIN,1,113,11,3,5055,15
12263,2016,1334,2008,GABAPENTIN,1,113,11,3,553,15
12264,2016,31436,2010,GABAPENTIN,1,468,11,3,9132,15
12265,2016,48146,2010,GABAPENTIN,1,468,11,3,14700,15
12266,2016,4448,2010,GABAPENTIN,1,468,11,3,1357,15
12267,2016,8930,2012,GABAPENTIN,1,116,2,3,2179,15
12268,2016,1829,2012,GABAPENTIN,1,116,2,3,429,15
12269,2016,25,2016,GABAPENTIN,1,487,11,3,16,15
12270,2016,833,2012,GABAPENTIN,1,236,11,3,371,15
12271,2016,6077,2012,GABAPENTIN,1,236,11,3,1865,15
12272,2016,429,2012,GABAPENTIN,1,236,11,3,135,15
12273,2016,4966,2014,GABAPENTIN,1,236,8,3,1532,15
12274,2016,1708,2014,GABAPENTIN,1,236,8,3,481,15
12275,2016,33,2016,GABAPENTIN,1,485,11,3,33,15
12276,2016,117,2016,GABAPENTIN,1,485,2,3,116,15
12277,2016,24,2016,GABAPENTIN,1,485,2,3,24,15
12278,2016,10314,2014,GABAPENTIN,1,272,11,3,3637,15
12279,2016,19735,2010,GABAPENTIN,1,272,11,3,6936,15
12280,2016,1668,2014,GABAPENTIN,2,272,11,3,514,15
12281,2016,2698,2011,GABAPENTIN,1,69,13,3,804,15
12282,2016,61,2008,GABAPENTIN,1,302,11,3,15,15
12283,2016,294,2009,GABAPENTIN,1,486,11,3,137,15
12284,2016,1181,2009,GABAPENTIN,1,486,11,3,509,15
12285,2016,55,2009,GABAPENTIN,1,486,11,3,22,15
12286,2016,520,2011,GABAPENTIN,1,140,15,3,197,15
12287,2016,1502,2005,GABAPENTIN,1,88,11,3,322,15
12288,2016,2342,2005,GABAPENTIN,1,88,11,3,822,15
12289,2016,456,2005,GABAPENTIN,1,88,11,3,124,15
12290,2016,161,2006,GABAPENTIN,1,88,8,3,107,15
12291,2016,265,2006,GABAPENTIN,1,88,8,3,98,15
12292,2016,74,2006,GABAPENTIN,1,186,11,3,31,15
12293,2016,287,2006,GABAPENTIN,1,186,8,3,174,15
12294,2016,47,2006,GABAPENTIN,1,186,8,3,26,15
12295,2016,22550,2009,GABAPENTIN,1,91,11,3,8268,15
12296,2016,36694,2009,GABAPENTIN,1,91,11,3,10737,15
12297,2016,3453,2009,GABAPENTIN,1,91,11,3,928,15
12298,2016,987,2011,GABAPENTIN,1,2,13,3,336,15
12299,2016,5457,2008,GABAPENTIN,1,115,11,3,2128,15
12300,2016,9597,2008,GABAPENTIN,1,115,11,3,3509,15
12301,2016,1073,2008,GABAPENTIN,1,115,11,3,336,15
12302,2016,1747,2011,GABAPENTIN,1,8,8,3,783,15
12303,2016,502,2011,GABAPENTIN,1,8,8,3,210,15
12304,2016,16384,2011,GABAPENTIN,1,167,11,3,5790,15
12305,2016,53105,2011,GABAPENTIN,1,167,11,3,16029,15
12306,2016,7146,2011,GABAPENTIN,1,167,11,3,1794,15
12307,2016,21,2015,GABAPENTIN,1,167,2,3,16,15
12308,2016,1479,2013,GABAPENTIN,1,173,8,3,384,15
12309,2016,316,2013,GABAPENTIN,1,173,8,3,84,15
12310,2016,52,2014,GABAPENTIN,1,130,11,3,31,15
12311,2016,35,2012,GABAPENTIN,1,75,8,3,29,15
12312,2016,18912,2006,GABAPENTIN,1,99,2,3,5236,15
12313,2016,4283,2006,GABAPENTIN,1,99,2,3,1068,15
12314,2016,550,2016,GABAPENTIN,1,123,2,3,274,15
12315,2016,2709,2016,GABAPENTIN,1,123,2,3,1301,15
12316,2016,11376,2016,GABAPENTIN,1,123,11,3,5318,15
12317,2016,19687,2016,GABAPENTIN,1,123,11,3,9724,15
12318,2016,1125,2016,GABAPENTIN,1,123,11,3,644,15
12319,2016,52,2016,GABAPENTIN,1,488,2,3,44,15
12320,2016,28,2016,GABAPENTIN,1,488,2,3,15,15
12321,2016,439,2012,GABAPENTIN,1,124,8,3,50,15
12322,2016,5938,2011,GABAPENTIN,1,66,2,2,1420,15
12323,2016,2309,2011,GABAPENTIN,1,66,2,2,476,15
12324,2016,121,2007,GABAPENTIN,1,177,11,2,35,15
12325,2016,114,2007,GABAPENTIN,1,177,11,2,29,15
12326,2016,203,2004,GABAPENTIN,1,138,8,2,109,15
12327,2016,106,2004,GABAPENTIN,1,138,8,2,60,15
12328,2016,461,2004,GABAPENTIN,1,138,11,2,204,15
12329,2016,1793,2004,GABAPENTIN,1,138,11,2,714,15
12330,2016,316,2004,GABAPENTIN,1,138,11,2,116,15
12331,2016,46,2005,GABAPENTIN,1,25,11,2,28,15
12332,2016,2369,2011,GABAPENTIN,1,161,8,2,842,15
12333,2016,538,2011,GABAPENTIN,1,161,8,2,214,15
12334,2016,515,2016,GABAPENTIN,1,113,11,2,374,15
12335,2016,2533,2016,GABAPENTIN,1,113,11,2,1663,15
12336,2016,236,2016,GABAPENTIN,1,113,11,2,171,15
12337,2016,2121,2008,GABAPENTIN,1,113,11,2,1095,15
12338,2016,6924,2008,GABAPENTIN,1,113,11,2,3457,15
12339,2016,1352,2008,GABAPENTIN,1,113,11,2,587,15
12340,2016,8239,2010,GABAPENTIN,1,468,11,2,3372,15
12341,2016,32188,2010,GABAPENTIN,1,468,11,2,10278,15
12342,2016,4892,2010,GABAPENTIN,1,468,11,2,1406,15
12343,2016,2590,2012,GABAPENTIN,1,116,2,2,880,15
12344,2016,940,2012,GABAPENTIN,1,116,2,2,252,15
12345,2016,59,2012,GABAPENTIN,1,236,11,2,36,15
12346,2016,2839,2012,GABAPENTIN,1,236,11,2,886,15
12347,2016,414,2012,GABAPENTIN,1,236,11,2,131,15
12348,2016,3069,2014,GABAPENTIN,1,236,8,2,909,15
12349,2016,1134,2014,GABAPENTIN,1,236,8,2,342,15
12350,2016,17,2016,GABAPENTIN,1,485,11,2,17,15
12351,2016,131,2016,GABAPENTIN,1,485,2,2,130,15
12352,2016,32,2016,GABAPENTIN,1,485,2,2,32,15
12353,2016,1938,2014,GABAPENTIN,1,272,11,2,819,15
12354,2016,8331,2010,GABAPENTIN,1,272,11,2,3029,15
12355,2016,654,2014,GABAPENTIN,2,272,11,2,255,15
12356,2016,2078,2011,GABAPENTIN,1,69,13,2,456,15
12357,2016,50,2009,GABAPENTIN,1,486,11,2,33,15
12358,2016,528,2009,GABAPENTIN,1,486,11,2,273,15
12359,2016,38,2009,GABAPENTIN,1,486,11,2,26,15
12360,2016,301,2011,GABAPENTIN,1,140,15,2,95,15
12361,2016,115,2005,GABAPENTIN,1,88,11,2,34,15
12362,2016,853,2005,GABAPENTIN,1,88,11,2,457,15
12363,2016,130,2005,GABAPENTIN,1,88,11,2,50,15
12364,2016,59,2006,GABAPENTIN,1,88,8,2,34,15
12365,2016,128,2006,GABAPENTIN,1,88,8,2,44,15
12366,2016,23,2006,GABAPENTIN,1,186,11,2,14,15
12367,2016,93,2006,GABAPENTIN,1,186,8,2,79,15
12368,2016,29,2006,GABAPENTIN,1,186,8,2,18,15
12369,2016,10963,2009,GABAPENTIN,1,91,11,2,4121,15
12370,2016,37279,2009,GABAPENTIN,1,91,11,2,9325,15
12371,2016,5130,2009,GABAPENTIN,1,91,11,2,1200,15
12372,2016,566,2011,GABAPENTIN,1,2,13,2,146,15
12373,2016,1414,2008,GABAPENTIN,1,115,11,2,671,15
12374,2016,5027,2008,GABAPENTIN,1,115,11,2,1800,15
12375,2016,586,2008,GABAPENTIN,1,115,11,2,201,15
12376,2016,1235,2011,GABAPENTIN,1,8,8,2,507,15
12377,2016,600,2011,GABAPENTIN,1,8,8,2,215,15
12378,2016,5656,2011,GABAPENTIN,1,167,11,2,2445,15
12379,2016,39628,2011,GABAPENTIN,1,167,11,2,11256,15
12380,2016,6973,2011,GABAPENTIN,1,167,11,2,1908,15
12381,2016,390,2013,GABAPENTIN,1,173,8,2,131,15
12382,2016,188,2013,GABAPENTIN,1,173,8,2,41,15
12383,2016,7947,2006,GABAPENTIN,1,99,2,2,2079,15
12384,2016,2330,2006,GABAPENTIN,1,99,2,2,570,15
12385,2016,397,2016,GABAPENTIN,1,123,2,2,196,15
12386,2016,1040,2016,GABAPENTIN,1,123,2,2,504,15
12387,2016,3422,2016,GABAPENTIN,1,123,11,2,1882,15
12388,2016,14777,2016,GABAPENTIN,1,123,11,2,6627,15
12389,2016,1528,2016,GABAPENTIN,1,123,11,2,703,15
12390,2016,13,2016,GABAPENTIN,1,488,2,2,13,15
12391,2016,20,2016,GABAPENTIN,1,488,2,2,14,15
12392,2016,58,0,GABAPENTIN,2,2,7,1,25,3
12393,2016,27,0,GABAPENTIN,2,2,7,1,16,3
12394,2016,17,0,GABAPENTIN,2,2,7,1,13,3
12395,2016,36,0,GABAPENTIN,2,2,7,3,18,3
12396,2016,41,0,GABAPENTIN,2,2,7,3,15,3
12397,2016,87,0,GABAPENTIN,2,2,7,2,49,3
12398,2016,61,0,GABAPENTIN,2,2,7,2,28,3
12399,2016,242,2013,HORIZANT,2,2,21,1,62,7
12400,2016,53,2013,HORIZANT,2,2,21,1,17,7
12401,2016,231,2013,HORIZANT,2,2,21,3,43,7
12402,2016,48,2013,HORIZANT,2,2,21,3,15,7
12403,2016,135,2013,HORIZANT,2,2,21,2,35,7
12404,2016,97,2011,GALANTAMINE,1,16,8,3,25,7
12405,2016,74,2011,GALANTAMINE,1,16,8,3,19,7
12406,2016,48,2011,GALANTAMINE,1,16,8,3,11,7
12407,2016,38,2010,GALANTAMINE HYDROBROMIDE,1,74,26,3,12,7
12408,2016,82,2010,GALANTAMINE HYDROBROMIDE,1,74,26,3,16,7
12409,2016,30,2010,GALANTAMINE HYDROBROMIDE,1,74,26,3,12,7
12410,2016,52,2009,GALANTAMINE HYDROBROMIDE,1,104,26,3,23,7
12411,2016,58,2009,GALANTAMINE HYDROBROMIDE,1,104,26,3,19,7
12412,2016,70,2009,GALANTAMINE HYDROBROMIDE,1,104,26,3,22,7
12413,2016,132,2001,GALANTAMINE HYDROBROMIDE,1,489,8,3,32,7
12414,2016,141,2001,GALANTAMINE HYDROBROMIDE,1,489,8,3,30,7
